Power_W,Te_eV,ne_cm3,alpha,nF_cm3,nF2_cm3,nSF6_cm3,nSF5_cm3,nSF4_cm3,nSF3_cm3,nSF2_cm3,nSF_cm3,nS_cm3,nAr_ground_cm3,nAr_metastable_cm3,Ec_eV,eps_T_eV,SF6_dissoc_pct,R_Penning_m3s,converged
1050.0,2.9698,5.199090e+09,35.1882,8.700581e+13,1.093288e+14,6.256702e+13,3.226841e+12,8.448356e+12,4.071328e+11,5.942132e+11,3.627645e+11,4.493030e+11,6.437649e+13,2.376350e+09,298.65,320.20,75.70,2.9736e+19,True
1100.0,2.9486,5.800117e+09,32.4557,9.248202e+13,1.081262e+14,5.949293e+13,3.194854e+12,8.230293e+12,4.084205e+11,5.971673e+11,3.693792e+11,4.709769e+11,6.437649e+13,2.698423e+09,300.48,321.89,76.90,3.2107e+19,True
1150.0,2.9274,6.462413e+09,29.9397,9.812733e+13,1.066962e+14,5.653065e+13,3.158684e+12,8.004367e+12,4.088678e+11,5.990105e+11,3.749744e+11,4.915692e+11,6.437649e+13,3.058598e+09,301.97,323.22,78.05,3.4581e+19,True
1200.0,2.9061,7.190034e+09,27.6297,1.039218e+14,1.050602e+14,5.367492e+13,3.118594e+12,7.773115e+12,4.086017e+11,5.999287e+11,3.796641e+11,5.110971e+11,6.437649e+13,3.460321e+09,303.02,324.12,79.16,3.7146e+19,True
1250.0,2.8846,7.997222e+09,25.4816,1.099022e+14,1.032165e+14,5.089828e+13,3.074541e+12,7.536879e+12,4.077321e+11,6.000366e+11,3.835571e+11,5.297818e+11,6.437649e+13,3.911445e+09,303.67,324.61,80.23,3.9817e+19,True
1300.0,2.8626,8.897677e+09,23.4732,1.160858e+14,1.011678e+14,4.818567e+13,3.026494e+12,7.296407e+12,4.063527e+11,5.994651e+11,3.867569e+11,5.477828e+11,6.437649e+13,4.419898e+09,303.89,324.67,81.29,4.2595e+19,True
1350.0,2.8404,9.900074e+09,21.6043,1.224499e+14,9.893261e+13,4.553934e+13,2.974638e+12,7.053624e+12,4.045598e+11,5.983790e+11,3.893706e+11,5.651560e+11,6.437649e+13,4.991454e+09,303.57,324.19,82.32,4.5462e+19,True
1400.0,2.8175,1.102870e+10,19.8451,1.290395e+14,9.649984e+13,4.293776e+13,2.918703e+12,6.808022e+12,4.024214e+11,5.968701e+11,3.914918e+11,5.821669e+11,6.437649e+13,5.638703e+09,302.72,323.17,83.33,4.8423e+19,True
1450.0,2.7941,1.230362e+10,18.1896,1.358553e+14,9.387659e+13,4.037838e+13,2.858669e+12,6.560499e+12,4.000123e+11,5.950724e+11,3.932195e+11,5.989647e+11,6.437649e+13,6.372056e+09,301.24,321.52,84.32,5.1459e+19,True
1500.0,2.7698,1.375764e+10,16.6216,1.429318e+14,9.105469e+13,3.784903e+13,2.794244e+12,6.310779e+12,3.973900e+11,5.930906e+11,3.946466e+11,6.158073e+11,6.437649e+13,7.206923e+09,299.08,319.19,85.30,5.4555e+19,True
1550.0,2.7447,1.542188e+10,15.1396,1.502665e+14,8.804318e+13,3.535226e+13,2.725406e+12,6.059793e+12,3.946250e+11,5.910630e+11,3.958742e+11,6.328729e+11,6.437649e+13,8.156229e+09,296.14,316.06,86.27,5.7668e+19,True
1600.0,2.7189,1.733816e+10,13.7384,1.578691e+14,8.484674e+13,3.288824e+13,2.652054e+12,5.808058e+12,3.917830e+11,5.891205e+11,3.970039e+11,6.503983e+11,6.437649e+13,9.234846e+09,292.30,312.03,87.23,6.0744e+19,True
1650.0,2.6890,1.963308e+10,12.3876,1.658008e+14,8.139892e+13,3.046178e+13,2.574598e+12,5.556391e+12,3.888549e+11,5.869827e+11,3.978513e+11,6.692251e+11,6.437649e+13,1.045637e+10,288.47,307.99,88.17,6.3704e+19,True
1700.0,2.6614,2.223271e+10,11.1406,1.739696e+14,7.785613e+13,2.807065e+13,2.491930e+12,5.304635e+12,3.860573e+11,5.856530e+11,3.991255e+11,6.885507e+11,6.437649e+13,1.183488e+10,282.52,301.84,89.10,6.6443e+19,True
1750.0,2.6329,2.527981e+10,9.9640,1.824183e+14,7.416352e+13,2.573040e+13,2.404830e+12,5.054451e+12,3.833985e+11,5.848345e+11,4.006276e+11,7.091938e+11,6.437649e+13,1.337463e+10,275.44,294.54,90.01,6.8827e+19,True
1800.0,2.6037,2.884575e+10,8.8668,1.910959e+14,7.036567e+13,2.346366e+13,2.313997e+12,4.808115e+12,3.809725e+11,5.846927e+11,4.024728e+11,7.313290e+11,6.437649e+13,1.506342e+10,267.19,286.08,90.89,7.0689e+19,True
1850.0,2.5734,3.303629e+10,7.8518,1.999375e+14,6.650242e+13,2.129840e+13,2.220649e+12,4.568403e+12,3.788363e+11,5.852474e+11,4.046715e+11,7.552829e+11,6.437649e+13,1.686525e+10,258.12,276.80,91.73,7.1841e+19,True
1900.0,2.5431,3.789612e+10,6.9290,2.088349e+14,6.265596e+13,1.926134e+13,2.126096e+12,4.338071e+12,3.770709e+11,5.866423e+11,4.073230e+11,7.808937e+11,6.437649e+13,1.872622e+10,248.25,266.71,92.52,7.2138e+19,True
1950.0,2.5129,4.349027e+10,6.0991,2.176968e+14,5.888673e+13,1.737179e+13,2.031690e+12,4.119107e+12,3.756945e+11,5.888521e+11,4.104121e+11,8.080713e+11,6.437649e+13,2.057791e+10,237.87,256.11,93.25,7.1495e+19,True
2000.0,2.4843,4.977121e+10,5.3679,2.263762e+14,5.528459e+13,1.564927e+13,1.939057e+12,3.913816e+12,3.747320e+11,5.918787e+11,4.139402e+11,8.360998e+11,6.437649e+13,2.234850e+10,227.09,245.12,93.92,6.9948e+19,True
